ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,MiscellaneousOvernightStays,MonthName,TotalOvernightStays
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,5,38857,0,154188,0,0,0,0,20,0,May,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,6,56293,0,230215,0,0,0,0,6,0,June,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,7,74640,0,306845,0,0,0,0,11,0,July,11
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,8,49047,0,200944,0,0,0,0,6,0,August,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,9,27056,0,109546,0,0,0,0,3,0,September,3
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,10,24765,0,98964,0,0,0,0,15,0,October,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,11,20582,0,75472,0,0,0,0,6,0,November,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2009,12,20058,0,73302,0,0,0,0,5,0,December,5
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,1,15223,0,55732,0,0,0,0,4,0,January,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,2,14125,0,52204,0,0,0,0,14,0,February,14
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,3,46720,0,171568,0,0,0,0,27,0,March,27
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,4,32038,0,117776,0,0,0,0,7,0,April,7
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,5,39024,0,148923,0,0,0,0,5,0,May,5
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,6,55890,0,228238,0,0,0,0,18,0,June,18
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,7,75093,0,300292,0,0,0,0,9,0,July,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,8,43954,0,184050,0,0,0,0,28,0,August,28
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,9,26303,0,107604,0,0,0,0,27,0,September,27
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,10,28705,0,117018,0,0,0,0,0,0,October,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,11,25756,0,97843,0,0,0,0,28,0,November,28
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2010,12,25693,0,94368,0,0,0,0,3,0,December,3
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,1,14434,0,52926,0,0,0,0,8,0,January,8
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,2,14132,0,52160,0,0,0,0,16,0,February,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,3,45659,0,167308,0,0,0,0,20,0,March,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,4,30672,0,112650,0,0,0,0,15,0,April,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,5,34475,0,133378,0,0,0,0,14,0,May,14
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,6,41345,0,164011,0,0,0,0,4,0,June,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,7,62255,0,249565,0,0,0,0,0,0,July,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,8,34053,0,148216,0,0,0,0,1,0,August,1
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,9,23816,0,96949,0,0,0,0,4,0,September,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,10,24712,0,97924,0,0,0,0,4,0,October,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,11,19532,0,71843,0,0,0,0,6,0,November,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2011,12,19915,0,73018,0,0,0,0,15,0,December,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,1,14044,0,51586,0,0,0,0,9,0,January,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,2,14080,0,51720,0,0,0,0,2,0,February,2
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,3,44131,0,161578,0,0,0,0,28,0,March,28
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,4,31173,0,114852,0,0,0,0,11,0,April,11
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,5,35411,0,138202,0,0,0,0,18,0,May,18
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,6,50969,0,203757,0,0,0,0,9,0,June,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,7,62388,0,250780,0,0,0,0,6,0,July,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,8,38677,0,157452,0,0,0,0,8,0,August,8
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,9,23857,0,96152,0,0,0,0,15,0,September,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,10,23706,0,96290,0,0,0,0,9,0,October,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,11,19748,0,72787,0,0,0,0,19,0,November,19
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2012,12,22874,0,83860,0,0,0,0,17,0,December,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,1,13354,0,49142,0,0,0,0,15,0,January,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,2,14541,0,53422,0,0,0,0,17,0,February,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,3,49637,0,181552,0,0,0,0,30,0,March,30
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,4,29066,0,108402,0,0,0,0,13,0,April,13
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,5,37253,0,144421,0,0,0,0,15,0,May,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,6,52188,0,208640,0,0,0,0,14,0,June,14
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,7,67267,0,270176,0,0,0,0,13,0,July,13
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,8,46967,0,197690,0,0,0,0,12,0,August,12
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,9,28603,0,114636,0,0,0,0,12,0,September,12
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,10,8040,0,31538,0,0,0,0,5,0,October,5
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,11,18746,0,69028,0,0,0,0,20,0,November,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2013,12,22904,0,83830,0,0,0,0,10,0,December,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,1,16251,0,59848,0,0,0,0,17,0,January,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,2,16157,0,59586,0,0,0,0,20,0,February,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,3,43129,0,158136,0,0,0,0,36,0,March,36
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,4,34926,0,128266,0,0,0,0,13,0,April,13
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,5,37253,0,141904,0,0,0,0,22,0,May,22
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,6,49729,0,197430,0,0,0,0,6,0,June,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,7,65899,0,263816,0,0,0,0,13,0,July,13
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,8,47616,0,192862,0,0,0,0,17,0,August,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,9,18768,0,74185,0,0,0,0,0,0,September,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,10,23537,0,94064,0,0,0,0,0,0,October,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,11,19874,0,72440,0,0,0,0,1,0,November,1
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2014,12,24170,0,88068,0,0,0,0,1,0,December,1
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,1,11930,0,43780,0,0,0,0,3,0,January,3
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,2,16416,0,59856,0,0,0,0,0,0,February,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,3,49677,0,181936,0,0,0,0,32,0,March,32
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,4,37600,0,137972,0,0,0,0,11,0,April,11
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,5,45315,0,173304,0,0,0,0,11,0,May,11
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,6,58142,0,233174,0,0,0,0,17,0,June,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,7,82452,0,341775,0,0,0,0,20,0,July,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,8,48084,0,195020,0,0,0,0,17,0,August,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,9,31630,0,126428,0,0,0,0,9,0,September,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,10,29050,0,116811,0,0,0,0,5,0,October,5
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,11,19488,0,71392,0,0,0,0,6,0,November,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2015,12,15936,0,58222,0,0,0,0,4,0,December,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,1,13534,0,49848,0,0,0,0,12,0,January,12
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,2,13046,0,47884,0,0,0,0,10,0,February,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,3,51157,0,187844,0,0,0,0,48,0,March,48
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,4,27222,0,100284,0,0,0,0,16,0,April,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,5,40834,0,153493,0,0,0,0,41,0,May,41
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,6,60625,0,246756,0,0,0,0,29,0,June,29
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,7,89963,0,357662,0,0,0,0,17,0,July,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,8,43799,0,175400,0,0,0,0,25,0,August,25
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,9,33676,0,135111,0,0,0,0,6,0,September,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,10,32932,0,134582,0,0,0,0,17,0,October,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,11,27810,0,101888,0,0,0,0,20,0,November,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2016,12,32175,0,117460,0,0,0,0,10,0,December,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,1,17746,0,65212,0,0,0,0,26,0,January,26
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,2,20342,0,74418,0,0,0,0,9,0,February,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,3,67429,0,246294,0,0,0,0,32,0,March,32
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,4,45744,0,168464,0,0,0,0,20,0,April,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,5,53960,0,206672,0,0,0,0,34,0,May,34
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,6,61408,0,245522,0,0,0,0,10,0,June,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,7,81748,0,323189,0,0,0,0,11,0,July,11
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,8,42952,0,172588,0,0,0,0,17,0,August,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,9,27714,0,110448,0,0,0,0,15,0,September,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,10,31570,0,126222,0,0,0,0,6,0,October,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,11,38440,0,143958,0,0,0,0,16,0,November,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2017,12,30973,0,112980,0,0,0,0,6,0,December,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,1,19172,0,70152,0,0,0,0,10,0,January,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,2,21051,0,77168,0,0,0,0,14,0,February,14
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,3,64669,0,236956,0,0,0,0,60,0,March,60
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,4,33182,0,122690,0,0,0,0,8,0,April,8
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,5,39735,0,150194,0,0,0,0,20,0,May,20
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,6,63091,0,250476,0,0,0,0,11,0,June,11
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,7,76302,0,301392,0,0,0,0,6,0,July,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,8,37116,0,147862,0,0,0,0,7,0,August,7
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,9,31053,0,123275,0,0,0,0,8,0,September,8
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,10,44238,0,183034,0,0,0,0,21,0,October,21
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,11,27358,0,100286,0,0,0,0,15,0,November,15
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2018,12,8945,0,32882,0,0,0,0,4,0,December,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,1,3093,0,11566,0,0,0,0,0,0,January,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,2,19470,0,71394,0,0,0,0,9,0,February,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,3,56581,0,207078,0,0,0,0,32,0,March,32
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,4,37543,0,138050,0,0,0,0,22,0,April,22
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,5,41516,0,157214,0,0,0,0,36,0,May,36
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,6,57111,0,225075,0,0,0,0,16,0,June,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,7,69444,0,273505,0,0,0,0,16,0,July,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,8,36354,0,145974,0,0,0,0,13,0,August,13
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,9,28455,0,112720,0,0,0,0,10,0,September,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,10,33014,0,131961,0,0,0,0,29,0,October,29
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,11,27519,0,101601,0,0,0,0,35,0,November,35
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2019,12,30591,0,111768,0,0,0,0,7,0,December,7
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,1,21319,0,77914,0,0,0,0,3,0,January,3
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,2,20860,0,76520,0,0,0,0,21,0,February,21
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,3,28925,0,106274,0,0,0,0,31,0,March,31
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,4,1138,0,4554,0,0,0,0,0,0,April,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,5,1338,0,5352,0,0,0,0,0,0,May,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,6,10124,0,37848,0,0,0,0,2,0,June,2
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,7,18855,0,69112,0,0,0,0,7,0,July,7
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,8,17002,0,62294,0,0,0,0,0,0,August,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,9,16717,0,61492,0,0,0,0,12,0,September,12
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,10,21424,0,78652,0,0,0,0,14,0,October,14
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,11,9265,0,34378,0,0,0,0,10,0,November,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2020,12,16868,0,61912,0,0,0,0,16,0,December,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,1,16219,0,59738,0,0,0,0,30,0,January,30
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,2,13270,0,48842,0,0,0,0,12,0,February,12
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,3,30749,0,112558,0,0,0,0,27,0,March,27
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,4,25859,0,94596,0,0,0,0,17,0,April,17
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,5,29206,0,107016,0,0,0,0,22,0,May,22
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,6,34015,0,124320,0,0,0,0,8,0,June,8
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,7,53346,0,194528,0,0,0,0,3,0,July,3
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,8,29210,0,106740,0,0,0,0,5,0,August,5
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,9,24922,0,91236,0,0,0,0,6,0,September,6
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,10,34791,0,127264,0,0,0,0,18,0,October,18
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,11,28082,0,102924,0,0,0,0,29,0,November,29
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2021,12,29575,0,108196,0,0,0,0,14,0,December,14
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,1,20549,0,75724,0,0,0,0,5,0,January,5
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,2,21887,0,80592,0,0,0,0,4,0,February,4
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,3,48021,0,176086,0,0,0,0,41,0,March,41
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,4,37869,0,138844,0,0,0,0,16,0,April,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,5,34898,0,129158,0,0,0,0,0,0,May,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,6,45193,0,175894,0,0,0,0,0,0,June,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,7,51525,0,200514,0,0,0,0,0,0,July,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,8,24177,0,97002,0,0,0,0,0,0,August,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,9,23494,0,94278,0,0,0,0,0,0,September,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,10,32267,0,127902,0,0,0,0,0,0,October,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,11,23257,0,86003,0,0,0,0,0,0,November,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2022,12,27795,0,101280,0,0,0,0,0,0,December,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,1,17532,0,64090,0,0,0,0,0,0,January,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,2,19802,0,72344,0,0,0,0,0,0,February,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,3,48596,0,177342,0,0,0,0,0,0,March,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,4,38773,0,141712,0,0,0,0,0,0,April,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,5,35216,0,131436,0,0,0,0,0,0,May,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,6,42895,0,169740,0,0,0,0,0,0,June,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,7,44816,0,177216,0,0,0,0,0,0,July,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,8,25083,0,97745,0,0,0,0,0,0,August,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,9,26461,0,106092,0,0,0,0,0,0,September,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,10,37016,0,148220,0,0,0,0,0,0,October,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,11,28331,0,105266,0,0,0,0,0,0,November,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2023,12,29600,0,107956,0,0,0,0,0,0,December,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,1,19713,0,71874,0,0,0,0,0,0,January,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,2,21587,0,78962,0,0,0,0,0,0,February,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,3,54031,0,197262,0,0,0,0,0,0,March,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,4,50142,0,188276,0,0,0,0,0,0,April,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,5,38458,0,148848,0,0,0,0,0,0,May,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,6,52133,0,203960,0,0,0,0,0,0,June,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,7,54587,0,212946,0,0,0,0,0,0,July,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,8,42598,0,169279,0,0,0,0,0,0,August,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,9,27589,0,108965,0,0,0,0,0,0,September,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,10,35854,0,143856,0,0,0,0,0,0,October,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,11,30660,0,113649,0,0,0,0,0,0,November,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain,NM,2024,12,33122,0,120820,0,0,0,0,0,0,December,0
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,1,25593,1081,154626,0,0,0,0,206,2390,January,206
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,2,22835,3968,95665,0,0,0,0,41,671,February,41
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,3,36054,1035,274793,0,0,0,0,393,783,March,393
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,4,40524,937,290840,0,0,0,0,844,1742,April,844
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,5,53695,1814,598481,0,0,0,0,1143,6309,May,1143
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,6,51410,2056,490863,0,0,0,0,1183,7290,June,1183
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,7,58609,2326,640250,0,0,0,0,1768,10305,July,1768
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,8,59677,2232,641469,0,0,0,0,2172,11444,August,2172
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,9,55317,1588,554801,0,0,0,0,1235,9590,September,1235
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,10,25547,1353,246034,0,0,0,0,731,3411,October,731
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,11,25772,1007,156760,0,0,0,0,319,2466,November,319
Channel Islands NP,CHIS,National Park,Pacific West,CA,2000,12,27538,816,125558,0,0,0,0,192,2655,December,192
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,1,32316,513,214515,0,0,0,0,92,1049,January,92
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,2,27664,921,208329,0,0,0,0,123,495,February,123
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,3,32570,900,236375,0,0,0,0,286,590,March,286
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,4,42779,1206,386507,0,0,0,0,138,1571,April,138
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,5,57457,2675,704811,0,0,0,0,1237,10854,May,1237
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,6,52617,1792,542988,0,0,0,0,1345,8555,June,1345
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,7,60541,2406,714890,0,0,0,0,1583,13073,July,1583
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,8,66809,2010,838142,0,0,0,0,2359,15683,August,2359
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,9,45530,1711,557621,0,0,0,0,1797,16002,September,1797
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,10,43007,2122,566796,0,0,0,0,807,14742,October,807
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,11,29532,1314,215566,0,0,0,0,400,3096,November,400
Channel Islands NP,CHIS,National Park,Pacific West,CA,2001,12,29606,636,131549,0,0,0,0,159,1625,December,159
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,1,36653,1367,277962,0,0,0,0,144,4122,January,144
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,2,39572,1631,336347,0,0,0,0,89,2336,February,89
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,3,53729,1375,651911,0,0,0,0,424,3578,March,424
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,4,68305,2070,894506,0,0,0,0,969,5652,April,969
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,5,73469,2511,1008515,0,0,0,0,2013,9392,May,2013
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,6,56850,1520,567413,0,0,0,0,1676,7817,June,1676
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,7,60572,1265,665855,0,0,0,0,1742,15444,July,1742
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,8,69022,1803,932709,0,0,0,0,2863,21159,August,2863
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,9,54380,1494,640658,0,0,0,0,2112,15345,September,2112
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,10,37715,1239,456551,0,0,0,0,963,5157,October,963
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,11,32613,1415,278280,0,0,0,0,224,1499,November,224
Channel Islands NP,CHIS,National Park,Pacific West,CA,2002,12,31055,83,161489,0,0,0,0,119,617,December,119
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,1,39792,1709,373758,0,0,0,0,259,2129,January,259
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,2,32769,1342,298206,0,0,0,0,299,1841,February,299
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,3,39387,923,329163,0,0,0,0,166,2034,March,166
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,4,43248,2225,317202,0,0,0,0,999,2601,April,999
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,5,57610,2585,603765,0,0,0,0,1109,8897,May,1109
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,6,66795,2092,824205,0,0,0,0,1552,6206,June,1552
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,7,71851,1594,922299,0,0,0,0,2735,12141,July,2735
Channel Islands NP,CHIS,National Park,Pacific West,CA,2003,8,74376,2513,1029399,0,0,0,0,4240,19440,August,4240
