ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,MiscellaneousOvernightStays,MonthName,TotalOvernightStays
Acadia NP,ACAD,National Park,Northeast,ME,2000,1,22500,20373,148500,0,0,105,0,0,0,January,105
Acadia NP,ACAD,National Park,Northeast,ME,2000,2,23848,19923,157397,0,0,75,6,0,0,February,81
Acadia NP,ACAD,National Park,Northeast,ME,2000,3,35423,20373,233792,0,0,354,3,0,0,March,357
Acadia NP,ACAD,National Park,Northeast,ME,2000,4,78555,21723,455619,0,0,1122,240,0,0,April,1362
Acadia NP,ACAD,National Park,Northeast,ME,2000,5,166456,21923,965445,0,0,6279,993,0,663,May,7272
Acadia NP,ACAD,National Park,Northeast,ME,2000,6,319208,21723,1851406,0,0,15384,3009,0,2054,June,18393
Acadia NP,ACAD,National Park,Northeast,ME,2000,7,547929,21923,2739645,0,0,34500,4953,0,2576,July,39453
Acadia NP,ACAD,National Park,Northeast,ME,2000,8,594904,21923,2974520,0,0,35235,5877,0,3065,August,41112
Acadia NP,ACAD,National Park,Northeast,ME,2000,9,378135,21723,1890675,0,0,15396,5427,0,764,September,20823
Acadia NP,ACAD,National Park,Northeast,ME,2000,10,253626,20373,1521756,0,0,5151,1929,0,625,October,7080
Acadia NP,ACAD,National Park,Northeast,ME,2000,11,33693,20223,202158,0,0,345,240,0,0,November,585
Acadia NP,ACAD,National Park,Northeast,ME,2000,12,14961,20373,89766,0,0,87,15,0,0,December,102
Acadia NP,ACAD,National Park,Northeast,ME,2001,1,18090,20373,119394,0,0,57,6,0,0,January,63
Acadia NP,ACAD,National Park,Northeast,ME,2001,2,23926,19923,157911,0,0,87,15,0,0,February,102
Acadia NP,ACAD,National Park,Northeast,ME,2001,3,35473,20373,234122,0,0,105,0,0,0,March,105
Acadia NP,ACAD,National Park,Northeast,ME,2001,4,76007,21723,440841,0,0,2088,264,0,0,April,2352
Acadia NP,ACAD,National Park,Northeast,ME,2001,5,157353,21923,912647,0,0,6888,1431,0,1044,May,8319
Acadia NP,ACAD,National Park,Northeast,ME,2001,6,325242,21723,1886403,0,0,15564,2913,0,1741,June,18477
Acadia NP,ACAD,National Park,Northeast,ME,2001,7,558641,21923,2793205,0,0,32553,6522,0,3397,July,39075
Acadia NP,ACAD,National Park,Northeast,ME,2001,8,630240,21923,3151200,0,0,37452,6384,0,2505,August,43836
Acadia NP,ACAD,National Park,Northeast,ME,2001,9,377456,21723,1887280,0,0,17712,5106,0,1045,September,22818
Acadia NP,ACAD,National Park,Northeast,ME,2001,10,257280,20373,1543680,0,0,5232,1950,0,650,October,7182
Acadia NP,ACAD,National Park,Northeast,ME,2001,11,41353,20223,248118,0,0,717,126,0,0,November,843
Acadia NP,ACAD,National Park,Northeast,ME,2001,12,15490,20373,92940,0,0,90,30,0,0,December,120
Acadia NP,ACAD,National Park,Northeast,ME,2002,1,15309,20373,101041,0,0,123,3,0,0,January,126
Acadia NP,ACAD,National Park,Northeast,ME,2002,2,25071,19923,165470,0,0,78,18,0,0,February,96
Acadia NP,ACAD,National Park,Northeast,ME,2002,3,34498,20373,227687,0,0,300,75,0,0,March,375
Acadia NP,ACAD,National Park,Northeast,ME,2002,4,72528,21723,420662,0,0,2040,288,0,0,April,2328
Acadia NP,ACAD,National Park,Northeast,ME,2002,5,163145,21923,946239,0,0,7191,1227,0,793,May,8418
Acadia NP,ACAD,National Park,Northeast,ME,2002,6,325441,21723,1887557,0,0,16923,3135,0,2581,June,20058
Acadia NP,ACAD,National Park,Northeast,ME,2002,7,571119,21923,2855596,0,0,34764,4959,0,3702,July,39723
Acadia NP,ACAD,National Park,Northeast,ME,2002,8,636824,21923,3184121,0,0,38577,5607,0,2441,August,44184
Acadia NP,ACAD,National Park,Northeast,ME,2002,9,392531,21723,1962653,0,0,15666,5259,0,1043,September,20925
Acadia NP,ACAD,National Park,Northeast,ME,2002,10,271312,20373,1627869,0,0,6225,1881,0,702,October,8106
Acadia NP,ACAD,National Park,Northeast,ME,2002,11,36589,20223,219531,0,0,381,60,0,0,November,441
Acadia NP,ACAD,National Park,Northeast,ME,2002,12,14205,20373,85231,0,0,72,33,0,0,December,105
Acadia NP,ACAD,National Park,Northeast,ME,2003,1,22917,0,151251,0,0,93,0,0,0,January,93
Acadia NP,ACAD,National Park,Northeast,ME,2003,2,21993,0,145152,0,0,30,6,0,0,February,36
Acadia NP,ACAD,National Park,Northeast,ME,2003,3,34274,0,226211,0,0,174,24,0,0,March,198
Acadia NP,ACAD,National Park,Northeast,ME,2003,4,68444,0,396975,0,0,2010,540,0,0,April,2550
Acadia NP,ACAD,National Park,Northeast,ME,2003,5,135443,6000,785568,0,0,5844,924,0,916,May,6768
Acadia NP,ACAD,National Park,Northeast,ME,2003,6,309230,6000,1793536,0,0,16104,2658,0,1495,June,18762
Acadia NP,ACAD,National Park,Northeast,ME,2003,7,547836,6000,2739180,0,0,33948,5247,0,3250,July,39195
Acadia NP,ACAD,National Park,Northeast,ME,2003,8,595191,6000,2975956,0,0,37677,5580,0,2777,August,43257
Acadia NP,ACAD,National Park,Northeast,ME,2003,9,376060,6000,1880298,0,0,14823,4857,0,545,September,19680
Acadia NP,ACAD,National Park,Northeast,ME,2003,10,262412,4500,1574472,0,0,6216,1956,0,710,October,8172
Acadia NP,ACAD,National Park,Northeast,ME,2003,11,44294,0,265764,0,0,396,75,0,0,November,471
Acadia NP,ACAD,National Park,Northeast,ME,2003,12,12968,0,77808,0,0,54,9,0,0,December,63
Acadia NP,ACAD,National Park,Northeast,ME,2004,1,11861,0,78283,0,0,21,0,0,0,January,21
Acadia NP,ACAD,National Park,Northeast,ME,2004,2,14266,0,94153,0,0,18,0,0,0,February,18
Acadia NP,ACAD,National Park,Northeast,ME,2004,3,20952,0,138283,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2004,4,60180,0,349046,0,0,5490,909,0,892,April,6399
Acadia NP,ACAD,National Park,Northeast,ME,2004,5,134597,6000,780661,0,0,57,0,0,0,May,57
Acadia NP,ACAD,National Park,Northeast,ME,2004,6,305134,6000,1769774,0,0,13683,2859,0,1426,June,16542
Acadia NP,ACAD,National Park,Northeast,ME,2004,7,471406,6000,2357028,0,0,29700,4902,0,2361,July,34602
Acadia NP,ACAD,National Park,Northeast,ME,2004,8,524675,6000,2623373,0,0,32556,5364,0,2478,August,37920
Acadia NP,ACAD,National Park,Northeast,ME,2004,9,357146,6000,1785728,0,0,14211,3975,0,882,September,18186
Acadia NP,ACAD,National Park,Northeast,ME,2004,10,261284,4500,1567701,0,0,5610,1818,0,579,October,7428
Acadia NP,ACAD,National Park,Northeast,ME,2004,11,34125,0,204748,0,0,219,42,0,0,November,261
Acadia NP,ACAD,National Park,Northeast,ME,2004,12,12221,0,73326,0,0,12,9,0,0,December,21
Acadia NP,ACAD,National Park,Northeast,ME,2005,1,10810,600,71346,0,0,24,15,0,0,January,39
Acadia NP,ACAD,National Park,Northeast,ME,2005,2,11831,600,78086,0,0,39,18,0,0,February,57
Acadia NP,ACAD,National Park,Northeast,ME,2005,3,18917,600,124854,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2005,4,59773,600,346683,0,0,888,6,0,0,April,894
Acadia NP,ACAD,National Park,Northeast,ME,2005,5,110330,7500,628052,0,0,4011,834,63,187,May,4908
Acadia NP,ACAD,National Park,Northeast,ME,2005,6,275175,7500,1558937,0,0,11058,2808,159,629,June,14025
Acadia NP,ACAD,National Park,Northeast,ME,2005,7,468512,7500,2313401,0,0,24099,5145,301,1657,July,29545
Acadia NP,ACAD,National Park,Northeast,ME,2005,8,519350,7500,2533618,0,0,28812,6039,396,1794,August,35247
Acadia NP,ACAD,National Park,Northeast,ME,2005,9,321070,7500,1489505,0,0,12978,3351,204,870,September,16533
Acadia NP,ACAD,National Park,Northeast,ME,2005,10,207599,6000,1134918,0,0,3906,1086,34,241,October,5026
Acadia NP,ACAD,National Park,Northeast,ME,2005,11,37101,600,222607,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2005,12,11016,600,66098,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2006,1,13494,600,89063,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2006,2,12924,600,85298,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2006,3,21695,600,143188,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2006,4,59034,600,342396,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2006,5,120889,7500,693274,0,0,4005,882,90,400,May,4977
Acadia NP,ACAD,National Park,Northeast,ME,2006,6,244333,7500,1370876,0,0,11661,2865,221,960,June,14747
Acadia NP,ACAD,National Park,Northeast,ME,2006,7,476631,7500,2342793,0,0,28701,5049,343,2266,July,34093
Acadia NP,ACAD,National Park,Northeast,ME,2006,8,506833,7500,2491536,0,0,33684,5931,392,2477,August,40007
Acadia NP,ACAD,National Park,Northeast,ME,2006,9,330649,7500,1545327,0,0,13476,5277,204,1037,September,18957
Acadia NP,ACAD,National Park,Northeast,ME,2006,10,249850,6000,1333269,0,0,4725,2295,56,160,October,7076
Acadia NP,ACAD,National Park,Northeast,ME,2006,11,33903,600,203418,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2006,12,13353,600,80117,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2007,1,12415,600,81938,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2007,2,11068,600,73046,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2007,3,19220,600,126849,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2007,4,61775,600,358295,0,0,171,87,0,60,April,258
Acadia NP,ACAD,National Park,Northeast,ME,2007,5,132152,7500,757674,0,0,5445,1008,59,495,May,6512
Acadia NP,ACAD,National Park,Northeast,ME,2007,6,273765,7500,1564509,0,0,11919,2691,198,836,June,14808
Acadia NP,ACAD,National Park,Northeast,ME,2007,7,461894,7500,2264711,0,0,27162,5478,284,2625,July,32924
Acadia NP,ACAD,National Park,Northeast,ME,2007,8,544892,7500,2675199,0,0,35421,5979,358,2428,August,41758
Acadia NP,ACAD,National Park,Northeast,ME,2007,9,371217,7500,1724744,0,0,13368,5715,166,659,September,19249
Acadia NP,ACAD,National Park,Northeast,ME,2007,10,263311,6000,1401519,0,0,5100,2322,26,249,October,7448
Acadia NP,ACAD,National Park,Northeast,ME,2007,11,41449,600,248695,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2007,12,9070,600,54418,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2008,1,10744,600,70910,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2008,2,11131,600,73463,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2008,3,17489,600,115426,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2008,4,53798,600,312027,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2008,5,125679,7500,720213,0,0,5328,927,53,358,May,6308
Acadia NP,ACAD,National Park,Northeast,ME,2008,6,263542,7500,1506391,0,0,13242,3138,171,1269,June,16551
Acadia NP,ACAD,National Park,Northeast,ME,2008,7,470295,7500,2304254,0,0,30990,4668,389,2207,July,36047
Acadia NP,ACAD,National Park,Northeast,ME,2008,8,514443,7500,2503350,0,0,34911,6051,369,2114,August,41331
Acadia NP,ACAD,National Park,Northeast,ME,2008,9,319582,7500,1469491,0,0,11214,4680,125,577,September,16019
Acadia NP,ACAD,National Park,Northeast,ME,2008,10,246533,6000,1304145,0,0,5343,1734,122,173,October,7199
Acadia NP,ACAD,National Park,Northeast,ME,2008,11,32759,600,196553,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2008,12,9862,600,59172,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2009,1,9366,600,61813,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2009,2,9751,600,64358,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2009,3,19258,600,127103,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2009,4,59277,600,343809,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2009,5,129885,7500,746909,0,0,5958,1104,52,441,May,7114
Acadia NP,ACAD,National Park,Northeast,ME,2009,6,244780,7500,1392499,0,0,12210,3111,128,989,June,15449
Acadia NP,ACAD,National Park,Northeast,ME,2009,7,457622,7500,2247462,0,0,28551,5376,346,2434,July,34273
Acadia NP,ACAD,National Park,Northeast,ME,2009,8,586446,7500,2895445,0,0,36180,5664,299,2175,August,42143
Acadia NP,ACAD,National Park,Northeast,ME,2009,9,399789,7500,1851687,0,0,17079,5637,212,901,September,22928
Acadia NP,ACAD,National Park,Northeast,ME,2009,10,258007,6000,1395369,0,0,5064,1863,0,272,October,6927
Acadia NP,ACAD,National Park,Northeast,ME,2009,11,44042,600,264255,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2009,12,9475,600,56851,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2010,1,10510,600,69363,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2010,2,13398,600,88427,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2010,3,26080,600,172125,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2010,4,57992,600,336355,0,0,537,162,0,0,April,699
Acadia NP,ACAD,National Park,Northeast,ME,2010,5,169898,7500,976316,0,0,7743,2064,72,597,May,9879
Acadia NP,ACAD,National Park,Northeast,ME,2010,6,286635,7500,1641129,0,0,15909,3357,153,1347,June,19419
Acadia NP,ACAD,National Park,Northeast,ME,2010,7,545382,7500,2666213,0,0,35916,7500,335,2645,July,43751
Acadia NP,ACAD,National Park,Northeast,ME,2010,8,627918,7500,3071414,0,0,37995,7248,313,2514,August,45556
Acadia NP,ACAD,National Park,Northeast,ME,2010,9,431001,7500,1985058,0,0,17229,6108,0,1124,September,23337
Acadia NP,ACAD,National Park,Northeast,ME,2010,10,289114,6000,1543440,0,0,5958,2382,101,322,October,8441
Acadia NP,ACAD,National Park,Northeast,ME,2010,11,36736,600,220414,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2010,12,9544,600,57262,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2011,1,10428,600,68825,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2011,2,9533,600,62916,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2011,3,19510,600,128763,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2011,4,58307,600,338182,0,0,411,63,0,20,April,474
Acadia NP,ACAD,National Park,Northeast,ME,2011,5,132720,7500,755930,0,0,6489,1572,90,360,May,8151
Acadia NP,ACAD,National Park,Northeast,ME,2011,6,297222,7500,1690818,0,0,15534,4134,166,1186,June,19834
Acadia NP,ACAD,National Park,Northeast,ME,2011,7,559892,7500,2749851,0,0,36453,7119,389,2236,July,43961
Acadia NP,ACAD,National Park,Northeast,ME,2011,8,583153,7500,2826553,0,0,34884,6195,240,2247,August,41319
Acadia NP,ACAD,National Park,Northeast,ME,2011,9,387868,7500,1807572,0,0,17832,6075,167,869,September,24074
Acadia NP,ACAD,National Park,Northeast,ME,2011,10,270477,6000,1398762,0,0,6276,2361,105,325,October,8742
Acadia NP,ACAD,National Park,Northeast,ME,2011,11,34192,600,205155,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2011,12,11343,600,68057,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2012,1,11930,600,78738,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2012,2,12388,600,81758,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2012,3,22684,600,149716,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2012,4,59471,600,344929,0,0,1338,174,0,0,April,1512
Acadia NP,ACAD,National Park,Northeast,ME,2012,5,157406,7500,894751,0,0,7800,1467,29,552,May,9296
Acadia NP,ACAD,National Park,Northeast,ME,2012,6,309198,7500,1754612,0,0,17220,3888,205,1436,June,21313
Acadia NP,ACAD,National Park,Northeast,ME,2012,7,539234,7500,2661851,0,0,36156,6540,300,2507,July,42996
Acadia NP,ACAD,National Park,Northeast,ME,2012,8,574307,7500,2832259,0,0,37554,7200,392,2384,August,45146
Acadia NP,ACAD,National Park,Northeast,ME,2012,9,391810,7500,1857938,0,0,17832,6291,334,676,September,24457
Acadia NP,ACAD,National Park,Northeast,ME,2012,10,302932,6000,1504128,0,0,6387,1134,56,270,October,7577
Acadia NP,ACAD,National Park,Northeast,ME,2012,11,38385,600,230308,0,0,195,66,0,258,November,261
Acadia NP,ACAD,National Park,Northeast,ME,2012,12,11307,600,67843,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2013,1,11249,600,74245,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2013,2,9869,600,65134,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2013,3,20631,600,136166,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2013,4,47090,600,273124,0,0,1203,0,0,0,April,1203
Acadia NP,ACAD,National Park,Northeast,ME,2013,5,133653,7500,751112,0,0,5985,1230,45,444,May,7260
Acadia NP,ACAD,National Park,Northeast,ME,2013,6,315791,7500,1777331,0,0,17415,4482,226,892,June,22123
Acadia NP,ACAD,National Park,Northeast,ME,2013,7,555308,7500,2720142,0,0,34113,7569,368,2514,July,42050
Acadia NP,ACAD,National Park,Northeast,ME,2013,8,617306,7500,3019366,0,0,37020,7980,343,2331,August,45343
Acadia NP,ACAD,National Park,Northeast,ME,2013,9,400400,7500,1848348,0,0,17322,7107,184,669,September,24613
Acadia NP,ACAD,National Park,Northeast,ME,2013,10,94904,6000,390033,0,0,1212,528,0,14,October,1740
Acadia NP,ACAD,National Park,Northeast,ME,2013,11,41181,600,247088,0,0,423,129,0,183,November,552
Acadia NP,ACAD,National Park,Northeast,ME,2013,12,7540,600,45242,0,0,60,0,0,0,December,60
Acadia NP,ACAD,National Park,Northeast,ME,2014,1,10459,600,69028,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2014,2,10258,600,67700,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2014,3,17502,600,115511,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2014,4,57211,600,331824,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2014,5,153013,7500,855861,0,0,8133,1671,46,639,May,9850
Acadia NP,ACAD,National Park,Northeast,ME,2014,6,338845,7500,1910698,0,0,19848,4761,285,1601,June,24894
Acadia NP,ACAD,National Park,Northeast,ME,2014,7,561073,7500,2755060,0,0,35091,8349,341,2549,July,43781
Acadia NP,ACAD,National Park,Northeast,ME,2014,8,638152,7500,3122768,0,0,36438,8394,285,2554,August,45117
Acadia NP,ACAD,National Park,Northeast,ME,2014,9,418173,7500,1927870,0,0,19992,7620,223,829,September,27835
Acadia NP,ACAD,National Park,Northeast,ME,2014,10,313920,6000,1661862,0,0,6972,2574,50,302,October,9596
Acadia NP,ACAD,National Park,Northeast,ME,2014,11,31013,600,186077,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2014,12,13510,600,81058,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2015,1,12578,600,83017,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2015,2,10626,600,70132,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2015,3,18062,600,119207,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2015,4,63214,600,366642,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2015,5,187205,7500,1062976,0,0,10248,1737,44,753,May,12029
Acadia NP,ACAD,National Park,Northeast,ME,2015,6,359661,7500,2031345,0,0,20187,4776,222,1191,June,25185
Acadia NP,ACAD,National Park,Northeast,ME,2015,7,606597,7500,2975978,0,0,36642,7992,310,2542,July,44944
Acadia NP,ACAD,National Park,Northeast,ME,2015,8,666767,7500,3266176,0,0,36042,7902,332,2167,August,44276
Acadia NP,ACAD,National Park,Northeast,ME,2015,9,479320,7500,2232571,0,0,23814,7206,241,1171,September,31261
Acadia NP,ACAD,National Park,Northeast,ME,2015,10,344362,6000,1867356,0,0,8067,2481,84,519,October,10632
Acadia NP,ACAD,National Park,Northeast,ME,2015,11,48912,600,293469,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2015,12,13880,600,83282,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2016,1,17204,600,113549,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2016,2,16530,600,109098,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2016,3,28121,600,185597,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2016,4,94199,600,575374,0,0,885,168,0,10,April,1053
Acadia NP,ACAD,National Park,Northeast,ME,2016,5,217147,7500,1587762,0,0,10521,1854,38,637,May,12413
Acadia NP,ACAD,National Park,Northeast,ME,2016,6,445410,7500,3496610,0,0,25488,7938,303,1425,June,33729
Acadia NP,ACAD,National Park,Northeast,ME,2016,7,696854,7500,4880430,0,0,39942,11757,353,2966,July,52052
Acadia NP,ACAD,National Park,Northeast,ME,2016,8,735945,7500,5075152,0,360,40557,11649,381,2250,August,52947
Acadia NP,ACAD,National Park,Northeast,ME,2016,9,570434,7500,3596598,0,617,23148,10044,249,984,September,34058
Acadia NP,ACAD,National Park,Northeast,ME,2016,10,412416,6000,2663628,0,0,12270,3219,0,291,October,15489
Acadia NP,ACAD,National Park,Northeast,ME,2016,11,55022,600,330133,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2016,12,14111,600,84665,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,1,15520,600,102429,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,2,14342,600,94657,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,3,20936,600,138175,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,4,85267,600,516088,0,0,594,195,0,0,April,789
Acadia NP,ACAD,National Park,Northeast,ME,2017,5,222978,7500,1680423,0,100,10827,3213,298,788,May,14438
Acadia NP,ACAD,National Park,Northeast,ME,2017,6,476191,7500,3657913,0,343,24372,9360,298,1976,June,34373
Acadia NP,ACAD,National Park,Northeast,ME,2017,7,743529,7500,5107426,0,188,39429,12642,325,2929,July,52584
Acadia NP,ACAD,National Park,Northeast,ME,2017,8,762436,7500,5209104,0,368,39864,11874,336,3071,August,52442
Acadia NP,ACAD,National Park,Northeast,ME,2017,9,595388,7500,3916584,0,556,27054,13554,253,1565,September,41417
Acadia NP,ACAD,National Park,Northeast,ME,2017,10,507594,6000,3201030,0,102,10446,4974,87,560,October,15609
Acadia NP,ACAD,National Park,Northeast,ME,2017,11,53006,600,318037,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2017,12,12084,600,72504,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2018,1,11974,600,79026,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2018,2,12167,600,80301,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2018,3,23756,600,156790,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2018,4,72858,600,421428,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2018,5,249050,7500,1854392,0,25,11325,3912,126,815,May,15388
Acadia NP,ACAD,National Park,Northeast,ME,2018,6,499163,7500,3861197,0,296,25626,10479,323,2490,June,36724
Acadia NP,ACAD,National Park,Northeast,ME,2018,7,759165,7500,5119628,0,188,37218,12723,345,3286,July,50474
Acadia NP,ACAD,National Park,Northeast,ME,2018,8,767219,7500,5175840,0,370,37923,12579,345,3134,August,51217
Acadia NP,ACAD,National Park,Northeast,ME,2018,9,600397,7500,3885466,0,485,25128,14097,271,1542,September,39981
Acadia NP,ACAD,National Park,Northeast,ME,2018,10,488204,6000,2657950,0,0,7524,4425,62,431,October,12011
Acadia NP,ACAD,National Park,Northeast,ME,2018,11,40930,600,245582,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2018,12,12692,600,76154,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2019,1,8532,600,56311,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2019,2,9154,600,60414,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2019,3,20161,600,133064,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2019,4,68046,600,394023,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2019,5,226156,7500,1670692,0,4,10416,3327,0,1012,May,13747
Acadia NP,ACAD,National Park,Northeast,ME,2019,6,490720,7500,3731975,0,102,23721,10383,263,1851,June,34469
Acadia NP,ACAD,National Park,Northeast,ME,2019,7,756439,7500,5049909,0,117,36135,11853,357,3222,July,48462
Acadia NP,ACAD,National Park,Northeast,ME,2019,8,759735,7500,5159613,0,242,39093,11637,396,3806,August,51368
Acadia NP,ACAD,National Park,Northeast,ME,2019,9,603273,7500,3807421,0,500,22425,15174,185,1393,September,38284
Acadia NP,ACAD,National Park,Northeast,ME,2019,10,436194,6000,2778987,0,125,9195,5322,83,390,October,14725
Acadia NP,ACAD,National Park,Northeast,ME,2019,11,46011,600,276064,0,0,0,0,0,0,November,0
Acadia NP,ACAD,National Park,Northeast,ME,2019,12,12865,600,77191,0,0,0,0,0,0,December,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,1,12640,600,83421,0,0,0,0,0,0,January,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,2,13459,600,88831,0,0,0,0,0,0,February,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,3,28539,600,188356,0,0,0,0,0,0,March,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,4,55713,600,323135,0,0,0,0,0,0,April,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,5,103120,7500,598096,0,0,0,0,0,0,May,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,6,201156,7500,1165036,0,0,0,0,0,0,June,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,7,493971,7500,2470139,0,307,0,0,0,0,July,307
Acadia NP,ACAD,National Park,Northeast,ME,2020,8,681746,7500,3395169,0,0,0,0,0,0,August,0
Acadia NP,ACAD,National Park,Northeast,ME,2020,9,500320,7500,2492205,0,0,0,0,0,0,September,0
